spatial_cell,violations,mean_poi,max_poi,heavy_vehicle_ratio,high_severity_ratio,weekend_ratio,morning_peak_ratio,evening_peak_ratio,night_ratio,days_active,junction_ratio,mean_station_burden,mean_cell_volume,dominant_station,dominant_junction,dominant_violation,dominant_vehicle,organic_cluster_id,lat,lon,poi_density_score,peak_intensity,recent_7d_poi,previous_7d_poi,trend_ratio,trend_label,neighbor_mean_poi,neighbor_max_poi,propagation_score,trend_score,repeat_rate,repeat_rate_rank,enforcement_failure_index,cis_raw,cis,cis_band,lifecycle_state,spillover_index,archetype_id,archetype_name
cell_12.911_77.632,8,0.6175241630300732,0.9886113934537812,0.0,0.0,0.125,0.0,0.875,0.125,5,0.0,0.75,8.0,HSR Layout,No Junction,WRONG PARKING,SCOOTER,-1,12.910719303835517,77.63241082718903,1.3568392681086552,0.875,0.9880386608481171,,,Stable,0.6041244055389672,0.624012953164084,9.672466734902764,1.0,1.6,49.84007164790174,29.47620266120778,19.51765609007165,19.51765609007165,Low,Stable,9.672466734902764,4,Freight Obstruction Corridors
cell_12.911_77.633,1,0.44628710262841953,0.44628710262841953,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.75,1.0,HSR Layout,No Junction,WRONG PARKING,SCOOTER,-1,12.910701320518656,77.63254604309577,0.30934264690715596,1.0,0.44628710262841953,,,Stable,0.47293983868087414,0.5596157879354227,1.701637666325486,1.0,1.0,17.368219037871032,19.98848515864892,8.766952405322414,8.766952405322414,Low,Stable,1.701637666325486,4,Freight Obstruction Corridors
cell_12.911_77.635,4,0.9749352141091233,1.4759065198095778,0.5,0.0,0.0,0.25,0.0,0.75,2,0.0,0.75,4.0,HSR Layout,No Junction,NO PARKING,LGV,-1,12.9113324,77.63519775,1.56909769575428,0.75,1.9498704282182464,,,Stable,0.9799155063124187,0.9886113934537812,44.38331627430911,1.0,2.0,61.425281473899695,47.61553224155578,45.475626919140225,45.475626919140225,Medium,Stable,44.38331627430911,1,Night Spillovers
cell_12.911_77.638,332,1.1236277121543923,1.9076889362351155,0.0,0.0,0.35843373493975905,0.2469879518072289,0.012048192771084338,0.608433734939759,51,0.0,0.75,332.0,HSR Layout,No Junction,NO PARKING,SCOOTER,641,12.911226692469878,77.6380771123494,6.526189857883441,0.608433734939759,4.114913877008462,10.182042924308567,0.4041343670875879,Declining,1.0861985394769436,1.115679269967115,55.48874104401228,0.4041343670875879,6.509803921568627,95.62436028659161,50.258060388945744,56.42112333674514,56.42112333674514,High,Stable,55.48874104401228,0,Junction Choke Points
cell_12.911_77.642,1,0.7537718023763802,0.7537718023763802,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.75,1.0,HSR Layout,No Junction,NO PARKING,CAR,-1,12.9114347,77.6415319,0.5224747996027762,1.0,0.7537718023763802,,,Stable,0.7524445741576714,0.7588572494559356,19.933469805527125,1.0,1.0,17.368219037871032,28.64431934493347,21.565378710337768,21.565378710337768,Low,Stable,19.933469805527125,1,Night Spillovers
cell_12.911_77.644,4,0.9299014956844309,0.9886113934537812,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.75,4.0,HSR Layout,No Junction,NO PARKING,CAR,-1,12.910784150000001,77.64432744999999,1.496618721983698,1.0,3.7196059827377237,,,Stable,0.9150273522952473,0.9886113934537812,40.660184237461614,1.0,4.0,87.80706243602866,50.41363868986694,47.42195496417605,47.42195496417605,Medium,Stable,40.660184237461614,1,Night Spillovers
cell_12.911_77.645,18,0.9991340652965237,1.55814461804655,0.16666666666666666,0.0,1.0,0.05555555555555555,0.0,0.9444444444444444,2,0.0,0.75,18.0,HSR Layout,No Junction,NO PARKING,CAR,452,12.911026116666667,77.64458786666665,2.9418892872721116,0.9444444444444444,8.992206587668713,,,Stable,0.9886113934537814,0.9886113934537812,48.59263050153531,1.0,9.0,97.94651995905835,55.7895342886387,54.81736182190379,54.81736182190379,High,Stable,48.59263050153531,1,Night Spillovers
cell_12.911_77.652,2,0.9886113934537812,0.9886113934537812,0.0,0.0,0.0,0.0,0.0,0.5,2,0.0,0.75,2.0,HSR Layout,No Junction,WRONG PARKING,CAR,-1,12.9109728,77.65189365,1.0861006255656278,0.5,0.9886113934537812,,,Stable,0.9813044686944952,0.9991340652965237,45.68833162743091,1.0,1.0,17.368219037871032,40.39201637666325,39.67598515864893,39.67598515864893,Medium,Stable,45.68833162743091,1,Night Spillovers
cell_12.911_77.677,1,0.7537718023763802,0.7537718023763802,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.75,1.0,Bellandur,No Junction,WRONG PARKING,LGV,-1,12.9106905,77.6765507,0.5224747996027762,1.0,0.7537718023763802,,,Stable,0.7424789000096461,0.7587123645002574,17.566530194472875,1.0,1.0,17.368219037871032,28.0478505629478,20.65442681678608,20.65442681678608,Low,Stable,17.566530194472875,4,Freight Obstruction Corridors
cell_12.911_77.682,1,0.3184537311185346,0.3184537311185346,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.75,1.0,Bellandur,No Junction,NO PARKING,MOTOR CYCLE,-1,12.9114899,77.682384,0.22073530586360715,1.0,0.3184537311185346,,,Stable,0.45576537841637177,0.5048831053374353,0.8060388945752303,1.0,1.0,17.368219037871032,19.524564994882294,7.965391504605936,7.965391504605936,Low,Stable,0.8060388945752303,4,Freight Obstruction Corridors
cell_12.911_77.683,15,0.7124629088275791,1.0560526742493137,0.06666666666666667,0.0,0.4,0.0,0.06666666666666667,0.8,12,0.0,0.75,15.0,Bellandur,No Junction,NO PARKING,CAR,-1,12.9112393,77.68282319333333,1.9753666260294953,0.8,0.6626544231073271,1.2096725341324794,0.54779608250465,Declining,0.7019152907619646,0.7214124666362206,14.124872057318322,0.54779608250465,1.25,38.10772773797339,21.19396110542477,18.040237973387924,18.040237973387924,Low,Declining,14.124872057318322,1,Night Spillovers
cell_12.911_77.684,7,0.7050103590068985,1.0560526742493137,0.14285714285714285,0.0,0.42857142857142855,0.2857142857142857,0.0,0.42857142857142855,5,0.0,0.75,7.0,Bellandur,No Junction,WRONG PARKING,SCOOTER,-1,12.910970842857143,77.68404942857144,1.4660278278335594,0.42857142857142855,0.987014502609658,,,Stable,0.7061942482083231,0.7214124666362206,13.94575230296827,1.0,1.4,42.892784032753326,30.152763561924257,21.64182446264074,21.64182446264074,Low,Stable,13.94575230296827,1,Night Spillovers
cell_12.911_77.685,7,0.7989441944264214,0.9886113934537812,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.8571428571428571,6,0.0,0.75,7.0,Bellandur,No Junction,NO PARKING,CAR,-1,12.910619442857142,77.685007,1.661357747374232,0.8571428571428571,0.9321015601641583,,,Stable,0.7711292752900203,0.8532404285526005,28.73592630501535,1.0,1.1666666666666667,35.83034800409416,35.6368986693961,30.365596212896623,30.365596212896623,Medium,Stable,28.73592630501535,1,Night Spillovers
cell_12.911_77.686,4,0.9299014956844309,0.9886113934537812,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.75,4.0,Bellandur,No Junction,NO PARKING,CAR,234,12.9106615,77.6856129,1.496618721983698,1.0,1.8598029913688618,,,Stable,0.910766546463414,0.9886113934537812,40.519447287615144,1.0,2.0,61.425281473899695,45.55207267144319,42.688075742067554,42.688075742067554,Medium,Stable,40.519447287615144,1,Night Spillovers
cell_12.911_77.698,4,0.8988823413300358,1.261651915912614,0.0,0.0,0.0,0.0,0.0,1.0,3,0.0,0.75,4.0,Bellandur,No Junction,WRONG PARKING,CAR,-1,12.91093725,77.6978629,1.4466953189540892,1.0,1.1985097884400477,,,Stable,0.917827949670998,0.9566187093310566,37.81985670419652,1.0,1.3333333333333333,40.83930399181167,40.953812691914024,37.46705475946776,37.46705475946776,Medium,Stable,37.81985670419652,1,Night Spillovers
cell_12.912_77.48,5,0.9271793429223758,0.9886113934537812,0.0,0.2,0.8,0.0,0.0,0.6,2,0.0,0.75,5.0,Kengeri,No Junction,NO PARKING,CAR,89,12.9116448,77.48045293999999,1.6612823673538128,0.6,2.3179483573059394,,,Stable,0.917248199205678,0.9512841967541376,40.55783009211873,1.0,2.5,72.40276356192426,47.64444728761515,44.67950358239509,44.67950358239509,Medium,Stable,40.55783009211873,1,Night Spillovers
cell_12.912_77.481,8,0.8621515152176275,0.9886113934537812,0.0,0.125,0.5,0.0,0.0,0.375,4,0.0,0.75,8.0,Kengeri,No Junction,NO PARKING,CAR,89,12.9120365875,77.4806102375,1.8943404986238328,0.375,1.724303030435255,,,Stable,0.8687583017062448,0.9271793429223758,34.493346980552715,1.0,2.0,61.425281473899695,43.00754861821904,38.44389713408394,38.44389713408394,Medium,Stable,34.493346980552715,1,Night Spillovers
cell_12.912_77.485,1,0.9162907318741551,0.9162907318741551,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.75,1.0,Kengeri,No Junction,PARKING IN A MAIN ROAD,LGV,-1,12.912174,77.4848263,0.6351243373717794,1.0,0.9162907318741551,,,Stable,0.9169673716569954,0.9512841967541376,39.380757420675536,1.0,1.0,17.368219037871032,37.34263050153531,34.8442297850563,34.8442297850563,Medium,Stable,39.380757420675536,1,Night Spillovers
cell_12.912_77.552,22,1.5016804571804598,1.890850371872286,0.6818181818181818,0.9545454545454546,0.5454545454545454,0.09090909090909091,0.09090909090909091,0.3181818181818182,13,0.0,0.75,22.0,K.S. Layout,No Junction,PARKING IN A MAIN ROAD,BUS (BMTC/KSRTC),301,12.911727906433077,77.5522696184622,4.708510387663173,0.3181818181818182,1.969889545757095,3.207957206278408,0.6140633446850258,Declining,1.4759065198095778,1.4759065198095778,77.95547594677585,0.6140633446850258,1.6923076923076923,52.58444216990789,53.14201637666326,65.2107855680655,65.2107855680655,High,Stable,77.95547594677585,0,Junction Choke Points
cell_12.912_77.556,1,0.7537718023763802,0.7537718023763802,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.75,1.0,K.S. Layout,No Junction,WRONG PARKING,LGV,-1,12.911705255975743,77.55641200637305,0.5224747996027762,1.0,0.7537718023763802,,,Stable,0.7504106863858095,0.7741269407090848,19.178607983623337,1.0,1.0,17.368219037871032,28.446264073694984,21.265992835209826,21.265992835209826,Low,Stable,19.178607983623337,4,Freight Obstruction Corridors
cell_12.912_77.558,1,0.5596157879354227,0.5596157879354227,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.75,1.0,K.S. Layout,No Junction,NO PARKING,TOURIST BUS,-1,12.9116042,77.5579941,0.38789610560427046,1.0,0.5596157879354227,,,Stable,0.5573757939957742,0.5596157879354227,4.618730808597748,1.0,1.0,17.368219037871032,21.59698055271238,11.209058341862844,11.209058341862844,Low,Stable,4.618730808597748,4,Freight Obstruction Corridors
cell_12.912_77.559,2,0.7537718023763802,0.7537718023763802,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.75,2.0,K.S. Layout,No Junction,NO PARKING,CAR,-1,12.911927785000003,77.55866097500001,0.8281029649422011,1.0,0.7537718023763802,,,Stable,0.7488461622971784,0.7741269407090848,18.692425793244627,1.0,1.0,17.368219037871032,28.331115660184235,21.089431934493348,21.089431934493348,Low,Stable,18.692425793244627,1,Night Spillovers
cell_12.912_77.567,1,1.4759065198095778,1.4759065198095778,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.75,1.0,K.S. Layout,BTP157 - Kadirenahalli Cross,WRONG PARKING,CAR,-1,12.9123369,77.5673952,1.0230204429760499,1.0,1.4759065198095778,,,Stable,1.4781040902809057,1.5026451233745384,76.48413510747186,1.0,1.0,17.368219037871032,54.2410440122825,63.684749232343904,63.684749232343904,High,Stable,76.48413510747186,0,Junction Choke Points
cell_12.912_77.568,1,0.9886113934537812,0.9886113934537812,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.75,1.0,K.S. Layout,BTP157 - Kadirenahalli Cross,WRONG PARKING,SCOOTER,-1,12.9120219,77.5679162,0.6852532000419272,1.0,0.9886113934537812,,,Stable,0.9931780424834961,1.0197092949519242,47.49232343909928,1.0,1.0,17.368219037871032,40.85491299897646,42.82689355168884,42.82689355168884,Medium,Stable,47.49232343909928,1,Night Spillovers
cell_12.912_77.573,21,1.4202888697338116,2.0476928433652555,0.047619047619047616,0.0,0.6190476190476191,0.0,0.6190476190476191,0.3333333333333333,14,1.0,0.75,21.0,K.S. Layout,"BTP117 - 9th Cross, Kanakapura Road",NO PARKING,SCOOTER,-1,12.911992433333333,77.57289881428571,4.390173192379511,0.6190476190476191,2.1208511195791506,2.1400154896222845,0.991044288613628,Stable,1.4196445497069032,1.475614896748296,72.35158648925281,0.991044288613628,1.5,46.404810644831116,51.05667860798363,63.38536335721597,63.38536335721597,High,Stable,72.35158648925281,0,Junction Choke Points
cell_12.912_77.578,1,0.9886113934537812,0.9886113934537812,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.75,1.0,J.P. Nagar,BTP196 - Sarakki Main Road,WRONG PARKING,SCOOTER,-1,12.9115867,77.578295,0.6852532000419272,0.0,0.9886113934537812,,,Stable,0.9935221300612669,1.0370272650198908,47.55629477993858,1.0,1.0,17.368219037871032,40.88254861821904,42.852482088024566,42.852482088024566,Medium,Stable,47.55629477993858,1,Night Spillovers
cell_12.912_77.579,2,1.261651915912614,1.261651915912614,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.75,2.0,J.P. Nagar,BTP196 - Sarakki Main Road,WRONG PARKING,SCOOTER,-1,12.9117788,77.57862785,1.3860662988432626,1.0,2.523303831825228,,,Stable,1.264492165889372,1.3338407482540977,65.6345957011259,1.0,2.0,61.425281473899695,57.29132548618219,63.47556294779938,63.47556294779938,High,Stable,65.6345957011259,0,Junction Choke Points
cell_12.912_77.585,28,1.4012215629775469,2.1510351948668447,0.0,0.0,0.25,0.0,0.07142857142857142,0.6785714285714286,12,1.0,0.75,28.0,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar",NO PARKING,SCOOTER,720,12.9121746,77.58537771785714,4.718327525901423,0.6785714285714286,2.131190564790899,4.8631739619670045,0.43823028812619524,Declining,1.3995215136070576,1.475906519809578,71.62231320368475,0.43823028812619524,2.3333333333333335,69.65199590583418,53.06384339815763,65.83674513817809,65.83674513817809,High,Stable,71.62231320368475,0,Junction Choke Points
cell_12.912_77.586,72,1.5604460805058666,2.409194828052304,0.027777777777777776,0.18055555555555555,0.4722222222222222,0.05555555555555555,0.06944444444444445,0.6111111111111112,30,1.0,0.75,72.0,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar",NO PARKING,CAR,720,12.91216905138889,77.58582709583334,6.6950306185093975,0.6111111111111112,4.1623312591186,2.775066138493723,1.499902903746635,Chronic,1.5557360746049338,1.5859341201232067,80.69344933469806,1.499902903746635,2.4,70.68833162743091,73.5838024564995,77.39508700102353,77.39508700102353,Critical,Emerging,80.69344933469806,0,Junction Choke Points
cell_12.912_77.587,13,1.6422224514998975,2.409194828052304,0.0,0.46153846153846156,0.23076923076923078,0.15384615384615385,0.0,0.8461538461538461,8,1.0,0.75,13.0,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar",NO PARKING,CAR,-1,12.9119645725287,77.58702728853649,4.333919197489543,0.8461538461538461,2.581551870489356,3.2780287760731794,0.7875315499976485,Declining,1.6446184944355742,1.6933978046708573,83.52098259979529,0.7875315499976485,1.625,50.51816786079836,56.22006141248721,71.84941146366427,71.84941146366427,High,Stable,83.52098259979529,0,Junction Choke Points
cell_12.912_77.588,5,1.6350482375435373,2.0476928433652555,0.0,0.2,0.6,0.2,0.2,0.6,4,1.0,0.75,5.0,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar",WRONG PARKING,CAR,-1,12.91192906,77.58784524000001,2.929613162263275,0.6,2.0438102969294216,,,Stable,1.6463432202455532,1.6933978046708573,83.32906857727738,1.0,1.25,38.10772773797339,61.22799385875128,72.28313715455477,72.28313715455477,High,Stable,83.32906857727738,0,Junction Choke Points
cell_12.912_77.59,3,1.3760859939248025,2.1510351948668447,0.0,0.0,0.0,0.0,1.0,0.0,1,0.3333333333333333,0.75,3.0,J.P. Nagar,No Junction,WRONG PARKING,CAR,-1,12.9118911,77.5901802,1.9076602537940137,1.0,4.128257981774407,,,Stable,1.3792524831408852,1.410430675042477,70.7267144319345,1.0,3.0,79.40762538382803,62.861054247697034,69.26784800409416,69.26784800409416,High,Stable,70.7267144319345,4,Freight Obstruction Corridors
cell_12.912_77.599,1,1.8021222562636017,1.8021222562636017,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.75,1.0,J.P. Nagar,"BTP198 - 9th Cross, 8th Main, JP Nagar",WRONG PARKING,CAR,-1,12.9123295,77.5988367,1.2491359609534427,1.0,1.8021222562636017,,,Stable,1.800205756007716,1.8207139121657183,88.51074718526101,1.0,1.0,17.368219037871032,59.87077789150461,72.59595701125895,72.59595701125895,High,Stable,88.51074718526101,4,Freight Obstruction Corridors
cell_12.912_77.6,3,1.0519592610830697,1.1786549963416462,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2,1.0,0.75,3.0,Mico Layout,BTP130 - GD Mara Junction,NO PARKING,SCOOTER,-1,12.911556599999999,77.60006803333333,1.4583251917673064,0.6666666666666666,1.5779388916246044,,,Stable,1.0669850178392766,1.1539790929392124,52.917093142272265,1.0,1.5,46.404810644831116,48.72044524053224,51.572095701125896,51.572095701125896,High,Stable,52.917093142272265,0,Junction Choke Points
cell_12.912_77.602,2,0.7537718023763802,0.7537718023763802,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.75,2.0,Mico Layout,No Junction,NO PARKING,CAR,-1,12.9118118,77.60206725,0.8281029649422011,1.0,1.5075436047527604,,,Stable,0.7586516906615133,0.7764737366897744,23.848515864892526,1.0,2.0,61.425281473899695,37.465839303991814,29.845189355168888,29.845189355168888,Medium,Stable,23.848515864892526,1,Night Spillovers
cell_12.912_77.606,1,0.7537718023763802,0.7537718023763802,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.75,1.0,Mico Layout,No Junction,PARKING ON FOOTPATH,CAR,-1,12.9120461,77.6063409,0.5224747996027762,1.0,0.7537718023763802,,,Stable,0.7567749508266873,0.7764737366897744,22.991299897645856,1.0,1.0,17.368219037871032,29.355936540429887,22.801305015353122,22.801305015353122,Low,Stable,22.991299897645856,5,Mixed Risk Zone
cell_12.912_77.61,1,2.0476928433652555,2.0476928433652555,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.75,1.0,Mico Layout,"BTP163 - 16th Main Road, BTM Layout",WRONG PARKING,MAXI-CAB,-1,12.9122209,77.6100937,1.4193525210314044,1.0,2.0476928433652555,,,Stable,2.0323504610547363,2.125928421366834,93.06550665301944,1.0,1.0,17.368219037871032,62.00332650972364,75.94933469805525,75.94933469805525,Critical,Stable,93.06550665301944,0,Junction Choke Points
cell_12.912_77.625,1,0.9886113934537812,0.9886113934537812,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.75,1.0,Madiwala,No Junction,WRONG PARKING,CAR,656,12.9124924,77.6252554,0.6852532000419272,1.0,0.9886113934537812,,,Stable,0.9959847774019089,1.0199599937056607,47.812180143295805,1.0,1.0,17.368219037871032,40.970061412487205,40.39758188331628,40.39758188331628,Medium,Stable,47.812180143295805,1,Night Spillovers
cell_12.912_77.626,144,1.1434107184717284,2.283657083108527,0.11805555555555555,0.027777777777777776,0.2152777777777778,0.18055555555555555,0.10416666666666667,0.5277777777777778,47,0.0,0.75,144.0,HSR Layout,No Junction,NO PARKING,CAR,670,12.911751786111111,77.62597540347222,5.690450704063602,0.5277777777777778,1.2679524888985232,5.822367092097015,0.21777264316551492,Declining,1.1376093897979607,1.1786549963416462,57.19037871033776,0.21777264316551492,3.0638297872340425,81.48669396110543,48.10580859774821,54.83079580348004,54.83079580348004,High,Stable,57.19037871033776,0,Junction Choke Points
cell_12.912_77.627,4,0.9299014956844309,0.9886113934537812,0.0,0.0,0.25,0.75,0.0,0.25,2,0.0,0.75,4.0,HSR Layout,No Junction,WRONG PARKING,CAR,670,12.911629,77.62652785,1.496618721983698,0.75,1.8598029913688618,,,Stable,0.9176583158466802,0.9886113934537812,40.724155578300916,1.0,2.0,61.425281473899695,45.73861310133061,42.77251791197544,42.77251791197544,Medium,Stable,40.724155578300916,5,Mixed Risk Zone
cell_12.912_77.632,3,0.8953995336981354,1.1786549963416462,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,3,0.0,0.75,3.0,HSR Layout,No Junction,NO PARKING,CAR,-1,12.912009941832528,77.63233911690635,1.2412873245151046,0.6666666666666666,0.8953995336981354,,,Stable,0.9021429066776948,0.9287457915512565,37.11617195496418,1.0,1.0,17.368219037871032,36.34595701125895,33.15634595701126,33.15634595701126,Medium,Stable,37.11617195496418,4,Freight Obstruction Corridors
cell_12.912_77.633,166,0.9287457915512565,1.7047480922384253,0.006024096385542169,0.006024096385542169,0.21686746987951808,0.24096385542168675,0.13253012048192772,0.5,24,0.0,0.75,166.0,HSR Layout,No Junction,WRONG PARKING,SCOOTER,681,12.912395791566265,77.63315151325301,4.753315214467432,0.5,7.0908503203853295,8.913488214555004,0.7955190329738154,Declining,0.9161068040244144,0.9583386698583899,40.59621289662231,0.7955190329738154,6.916666666666667,95.91223132036848,44.57523029682702,45.90103633572159,45.90103633572159,Medium,Declining,40.59621289662231,1,Night Spillovers
cell_12.912_77.634,218,1.0856358618201432,1.6840814554298662,0.0,0.0,0.5229357798165137,0.5504587155963303,0.0,0.29357798165137616,39,0.0,0.75,218.0,HSR Layout,No Junction,WRONG PARKING,MOTOR CYCLE,682,12.912416690694041,77.63383515579848,5.8505695318099065,0.5504587155963303,8.45172470030455,7.700958625305006,1.097489807962707,Growing,1.0837670499628995,1.1236277121543923,54.23490276356192,1.097489807962707,5.589743589743589,93.76919140225179,64.79414022517912,60.487781473899695,60.487781473899695,High,Growing,54.23490276356192,5,Mixed Risk Zone
